X轴,Y轴,Z轴
5.709808372,5.056333148,-0.20526914
0.026526587,0.001943653,1.026521587
2.941036279,3.890567266,-0.533172844
0.3378841,1.020014844,0.854844874
5.5992444,0.780189376,0.078927866
5.384999231,1.186099495,-0.406919925
6.121897451,3.516457943,-1.091146435
7.337070764,5.048761561,1.199415103
2.582603171,3.613080609,-0.360563666
4.179590699,8.717688771,-1.621645095
9.37004011,4.784136866,0.126396866
9.029546798,4.349719603,0.030250304
9.219281496,9.602789134,-0.780144602
2.814681773,3.805225646,-0.466640525
8.318627865,6.710426834,1.804092365
4.353799864,7.274597977,-0.388884625
1.132821733,5.078556914,1.263652553
6.991667807,7.714361594,0.789849069
3.282048685,6.729030483,0.762251861
0.296098907,7.687481438,0.457523077
2.175146021,3.99084362,0.162326098
2.903548342,9.455899405,-0.763713228
0.782414463,4.413605862,0.410636385
5.64880773,4.585535038,-0.7191903
1.725337298,2.487252508,0.19463258
7.372634773,9.58501078,-0.100817998
4.297365969,1.409574104,-0.754582343
7.59881974,7.612882287,1.206392766
5.673326393,4.030247261,-1.203208737
1.506428711,7.692982747,1.158233376
5.090847517,2.49129515,-1.725139011
7.310020817,7.587630071,1.118878972
8.123560645,4.475485865,0.729189732
4.532059507,1.502623548,-0.915664669
3.411644129,3.471608823,-1.212818151
0.439332907,7.772111105,0.507114916
9.16056566,3.510286457,-0.671649907
1.116412369,2.816495743,-0.049088193
5.464183415,4.925136523,-0.519318245
6.551475136,5.666919502,1.08112531
6.250794932,2.03347728,-0.478733495
8.840364939,7.918143712,0.487591853
4.472359941,4.371732574,-1.305436922
2.634154012,1.819864758,0.239438993
5.027178429,1.945468882,-1.316829409
4.86208824,6.562204665,-0.027489993
8.83817354,0.992854992,1.099837076
8.853190255,2.360302274,-0.169037391
6.112868247,6.224061087,0.828757842
7.907883012,8.191487557,0.667412918
5.182618681,2.078779969,-1.377880727
9.142437883,4.22978778,-0.185481028
8.307481446,5.273929588,1.431410148
0.9234105,8.052627761,0.600320876
3.990921443,4.927286933,-0.537589519
6.020369034,5.807316408,0.629093858
0.102808545,2.746967256,-0.820513117
4.103949244,5.503109052,-0.109680937
4.125828406,9.544804624,-1.825654767
4.326115266,5.09602297,-0.552026556
1.760039741,3.466873489,0.034585826
3.068940399,1.71644171,-0.072542653
8.960473647,4.608682594,0.344280281
8.334774896,8.288454493,0.465696038
6.649897527,3.761111922,-0.455609489
3.686404345,3.430400908,-1.476841031
9.924126463,4.816709286,-0.374722499
7.862436789,2.914623318,0.025611409
8.590422995,0.410548873,1.657765324
4.426314748,2.744724362,-1.88163509
6.936216744,6.39543858,1.601303113
5.007665769,7.219797993,-0.364201543
4.6302237,3.622787399,-1.883068913
8.26509597,2.127507854,0.388278913
2.679917762,5.087263419,0.811603965
8.429254801,5.712239679,1.680434021
9.679678763,5.431483436,0.40655419
2.396926667,0.178093094,1.66190954
4.220018922,7.416076704,-0.457171957
6.413081962,2.703587215,-0.776067757
6.78853788,2.938299541,-0.495291052
3.803594515,5.988436058,0.342177938
2.470100761,4.826684867,0.736201871
0.320534872,2.097333142,-0.18746802
9.626308231,0.062749718,0.797863018
1.951238516,8.076222467,0.708084631
6.832321581,8.780867215,-0.277803465
0.754012795,2.817959812,-0.263517005
9.747137627,3.11479962,-1.31644665
8.011388099,0.731959091,1.731503675
5.480529311,4.431277844,-0.99662735
6.219703703,2.583181312,-0.91153689
9.032937369,2.434025731,-0.378055441
7.384661836,2.610363298,0.029691198
0.178328361,4.718785862,0.183781531
9.289116564,7.040633081,0.861837592
1.735690711,4.586539629,0.860918285
2.867445497,3.722570197,-0.565200494
0.968086381,8.460888666,0.253472857
6.702002686,0.978125362,0.965258779
3.112148701,7.531787753,0.34608801
5.140349446,1.961320517,-1.290487272
4.871437552,1.876293119,-1.288145418
2.1427559,9.387025219,-0.158445539
5.714761299,0.722279084,0.211996435
6.813932814,1.252290656,0.819325894
7.156696614,1.266800325,1.065923767
7.483984233,0.736921596,1.672869073
9.574375793,1.581133793,-0.159377751
1.856890433,0.54183994,1.816114713
5.258289544,3.907172683,-1.57564062
7.808607409,3.575636666,0.091698275
7.863317268,1.049028332,1.498370083
2.545884633,7.982309313,0.433119208
0.603396394,8.372116048,0.072182093
7.030328331,5.355385494,1.279141811
2.836156699,6.449993386,1.286828742
8.986031398,6.342666279,1.42303661
6.532296261,0.71368528,1.002496996
4.433965624,4.481948496,-1.189896345
5.242926812,2.831873301,-1.814954201
3.802358462,7.327424863,-0.111162147
8.849434413,9.581939082,-0.443552529
6.31881411,1.879013419,-0.267738964
4.406244273,0.112794014,0.040142917
0.736379986,4.7376609,0.696879462
9.693044801,8.971328366,-1.164001961
0.294745716,6.517384951,1.263196929
2.572713677,5.455701818,1.215418553
5.781956239,5.045116671,-0.153881455
6.891213563,8.995747135,-0.338119132
8.60058123,0.308300785,1.686853036
5.020273879,1.834893399,-1.214014422
7.160505435,1.947131251,0.40151427
7.281547353,0.745493444,1.575338138
0.231126202,7.985122834,0.098308295
5.66229798,5.129149683,-0.176956556
5.227300455,9.016113706,-1.787988766
8.449722815,9.806144535,-0.100424046
3.053855764,4.160534764,-0.436642724
8.073374159,4.820321297,1.083752719
3.700729246,5.797105871,0.353716718
7.58560629,0.924656306,1.566312009
1.995083011,4.135930845,0.366274748
3.099436508,1.55578632,0.057153105
9.802445962,2.582486407,-1.21648334
7.071966579,9.709911131,-0.250129254
8.287024519,3.728547018,0.075061758
8.037385842,2.839595962,0.028484017
7.563197779,0.112787324,1.951665686
2.408166882,2.320495599,-0.012000175
4.458392428,9.19743774,-1.942185244
1.459169894,4.874234516,1.154916134
4.251175686,0.881933453,-0.259853432
9.371176852,7.444106018,0.452070695
1.071166462,7.285657802,1.415980078
2.689281013,4.897265907,0.620871439
1.372687337,8.387024055,0.472284491
6.678391471,4.255377823,-0.056269499
8.677914094,2.351211866,-0.024234033
5.348829849,4.061927451,-1.409769927
2.349976581,8.683470404,-0.026096449
5.853730581,8.980208429,-1.319170985
9.481068506,4.166427595,-0.57550078
6.383870949,5.330948175,0.680377527
1.442461979,7.115924396,1.664628415
3.981075623,4.399697553,-1.051918586
9.530357388,1.650282986,-0.184786371
5.780153368,8.469916805,-1.0598062
1.664313152,0.52633167,1.860286212
8.619566648,9.329069253,-0.274446327
9.702718679,9.705801843,-1.235147959
6.929868606,0.841891783,1.268595639
9.244770212,5.863491037,1.092250759
7.420182959,8.254100497,0.517847819
8.596592153,7.75492701,0.835598522
5.340431033,7.886029331,-0.841221685
1.356151805,4.481384272,0.748096514
9.140252516,6.107544442,1.265316764
4.551977979,7.660583518,-0.794966957
3.49206408,0.977380129,0.215855814
5.391048171,6.51295411,0.195303965
0.115563571,3.247795315,-0.879059277
1.875580137,1.238361577,1.280257292
1.830561749,2.232934367,0.351645772
5.339956923,5.640623026,-0.008895007
7.508261818,1.666971626,0.844804667
0.492621688,3.03793921,-0.52169532
4.131280227,6.424868925,0.154125143
6.384369146,4.771878439,0.160465647
0.666416576,2.062212013,0.146298718
6.305046665,5.121844337,0.419969381
9.081272391,7.78802387,0.402699879
4.635931775,4.610897196,-1.098396208
6.778300724,7.572232682,0.753169276
0.813370452,4.106142594,0.156820188
0.43752976,2.076633699,-0.060836903
5.920512022,8.648320422,-1.068175302
6.202562238,3.810896511,-0.864789526
3.6624324,2.783632737,-1.434222255
0.45975759,4.897038318,0.627332725
0.431834389,8.644949534,-0.292496694
8.313508421,0.126458881,1.888277205
8.969568883,7.297155859,0.968144259
0.180383912,4.364260487,-0.161731896
0.471048918,6.895972279,1.271869489
7.30558133,8.865244744,0.005856604
6.604545788,7.935622174,0.234307807
7.030056586,3.684581347,-0.176822081
9.112974719,3.735474761,-0.521999143
3.548318285,9.134304681,-1.353712638
7.48886815,2.850102219,-0.023733371
3.886163333,5.143697966,-0.259595892
4.155032262,6.410958303,0.143191906
8.529816459,6.140190852,1.769978701
9.250905997,1.480911152,0.262761408
7.01448349,2.157952354,0.113840842
9.720527868,7.835994477,-0.273471094
7.194570682,8.308020715,0.351754294
0.662588252,7.053174692,1.333077554
1.263010392,6.706304028,1.864819466
9.732198499,4.257436415,-0.74202082
6.678119231,5.199319377,0.852662464
2.796245931,4.745648557,0.371776394
3.879862068,9.288559173,-1.663745478
6.729021694,7.355734924,0.909098807
1.55453212,8.960685539,0.105639564
9.123197289,1.850452793,0.021004432
0.032904268,7.610832592,0.273658558
8.224136319,6.209804033,1.9295802
6.132064216,8.528656863,-0.775190274
2.79836671,3.527062948,-0.590095081
9.353347134,5.905914511,1.001043591
3.82826569,4.409034121,-0.932691314
8.288313829,6.353732805,1.904663817
2.444893346,9.238125928,-0.34094135
5.48079833,3.606588887,-1.612840323
7.729355306,7.48256108,1.355183673
0.5142186,8.475808713,-0.090666558
5.306155396,2.323384028,-1.512369171
2.363389794,8.516382706,0.086988762
9.071125172,2.596459269,-0.508731291
3.051671621,4.383258132,-0.23342075
3.577656103,3.712130864,-1.263984991
3.831626266,5.379589516,-0.017773829
3.315981884,1.236816537,0.154298838
9.325666216,8.217319977,-0.256447049
5.591473004,7.7132908,-0.497629699
4.381456759,5.011013931,-0.65153356
6.966036462,6.836234695,1.48193413
4.783189982,0.789543582,-0.293325195
6.905193408,6.128022263,1.570654685
9.624041003,3.363204748,-1.173491384
8.329772826,3.910796452,0.170465895
3.523075415,2.376594268,-1.093680525
3.964095511,2.065466926,-1.207592804
7.460669703,4.252480348,0.479778597
5.905238828,9.738896531,-1.320081747
5.334382472,3.342333163,-1.792637744
8.855211803,1.056685212,1.03102781
3.14664334,5.972081414,0.946945573
5.662159584,2.311167367,-1.256431536
0.141185396,2.700511565,-0.763573842
6.555994569,2.21865333,-0.334041147
4.477900764,9.110656537,-1.923701588
3.61044715,9.661984251,-1.423862949
3.414287027,1.688063607,-0.38632592
4.840466638,5.909042052,-0.06098818
5.535362724,1.354040389,-0.464981345
3.621535854,8.923439302,-1.338668783
6.247060262,7.750844679,0.066837015
8.810838632,8.066282235,0.365382465
6.102576387,4.252270957,-0.623682481
7.756573894,6.948463104,1.782004954
9.654637337,1.540009382,-0.197058519
6.009934458,8.878398627,-1.124274501
4.004821329,4.550663953,-0.920966081
9.113626468,4.592143856,0.186199473
2.11287968,3.462594245,-0.092284181
3.099721512,9.70018655,-0.920455258
7.67918858,3.425075685,0.024675493
1.06817535,5.148704302,1.298925848
6.535697448,0.837415304,0.919222491
5.013963622,1.781537304,-1.164054508
1.681200066,6.461404904,1.978072573
2.148912425,7.350020325,1.320391731
4.304461556,5.082198281,-0.55650737
0.085247882,2.465847985,-0.695096726
7.190534922,1.917006633,0.448538887
6.759685701,1.467072939,0.562209724
6.842801434,2.761335741,-0.39770839
7.726071581,6.3100605,1.99146954
6.206336434,6.870703057,0.755545891
6.030533576,1.646966059,-0.326068481
8.736597959,6.223217026,1.633334904
0.997189585,1.851346094,0.563065226
6.983593213,0.997841403,1.186647059
9.206812506,6.424648686,1.206254397
3.100810696,0.73945469,0.779606799
3.744040559,8.381369143,-1.069938666
0.276208272,7.717476473,0.408791234
3.152605539,1.708607438,-0.148387972
2.239668124,2.59342895,-0.068961128
3.803493619,7.984602774,-0.744867508
9.919896612,0.76437505,0.24667896
9.617827916,9.941984503,-1.061056886
1.24308632,9.105952263,-0.002822241
5.208432522,2.896621154,-1.849616753
3.267912103,3.384741546,-1.096568439
2.996944272,5.272101368,0.675086987
3.20344106,8.168279358,-0.370957657
6.666435319,1.991675986,-0.034626826
2.920943625,0.99843307,0.760483131
2.418113685,3.863894265,-0.088289907
0.551722885,1.068486269,1.005606778
7.616015064,7.550371277,1.270786696
8.782142832,8.463823148,0.026569441
0.882612389,1.286896571,1.052502153
5.945557904,8.594114911,-1.005635706
7.003849838,7.389455483,1.107883339
1.704642791,5.147543251,1.412606226
0.368755801,5.857971369,1.271405652
3.111523901,4.419029449,-0.259105634
5.749026903,6.231417105,0.489543466
3.775045966,7.672092202,-0.411043452
7.30390624,9.777979669,-0.085784929
8.259149216,7.737368379,1.035385491
0.771532965,1.008719036,1.230179998
4.368983468,7.743526212,-0.831382548
6.345437389,6.196989413,1.058499315
1.542370688,7.592659953,1.257953605
4.020987492,4.125397082,-1.324212114
9.636010696,7.399226666,0.229576803
9.627465378,4.648971966,-0.264676973
3.095236452,8.766080636,-0.744450652
6.595933575,2.624026605,-0.561351241
4.273142383,2.75118238,-1.829825311
4.368991936,2.155746117,-1.493773879
4.038590332,9.116999962,-1.734466168
8.731506996,9.047217609,-0.290510296
4.297103934,0.298661788,0.040729747
8.607303274,4.897910796,0.913880098
1.756587065,6.688046972,1.901947385
3.67297329,3.082451757,-1.504975768
0.975647273,7.184500539,1.448644119
6.869706954,1.557685021,0.566578289
4.096871053,0.846367816,-0.15376694
4.122081562,2.17969114,-1.40273085
2.355013412,5.471120845,1.395943138
3.461042148,7.995342613,-0.454934601
3.598190604,4.798560527,-0.354832187
0.393278325,0.594711434,1.211528727
4.043561346,3.17492593,-1.783993647
2.831818077,1.569165548,0.306474728
0.851943685,6.29610195,1.752478366
2.321307156,9.501574243,-0.265712042
5.13206529,6.045245622,0.058604774
6.811627533,8.103893323,0.256870276
7.368454488,3.386466415,-0.085738871
3.738285147,2.053259875,-1.025872514
4.972844616,9.198337743,-1.940744517
0.068589794,4.218849702,-0.40520973
7.010659095,0.441893175,1.568928705
0.024277827,2.100784097,-0.481247348
9.809057472,8.149697018,-0.666315548
5.47531622,6.814941631,0.13910159
2.386060718,3.812575607,-0.097534922
8.693010854,7.483873569,1.029901577
2.292003118,0.521151748,1.618255766
0.209739958,9.305250469,-0.784659526
3.3312851,1.946991057,-0.55594084
1.023585114,8.739042152,0.080025557
7.444384394,4.867575953,1.07184612
0.085190888,4.359711635,-0.260323721
2.905535317,8.626172436,-0.463835237
2.525858522,0.279359082,1.538790348
6.106698058,5.527741996,0.552395197
0.829277501,1.654394748,0.6539425
8.889268304,0.98128085,1.066237763
1.497405279,2.387686917,0.268287093
3.113420348,5.500771436,0.737382422
5.04640456,6.241262684,0.054387876
3.611290323,8.975598231,-1.353420305
0.876927196,5.653839946,1.577190415
8.374315674,8.728483404,0.10042911
8.202615387,0.677192259,1.719175459
9.456762787,9.44916907,-1.031681924
9.105376091,7.328808624,0.815361444
0.838324545,7.737147165,0.860092618
7.822210268,2.581246393,0.152424201
6.196064314,8.759980397,-0.87405251
9.292713324,2.91601348,-0.842983647
8.456874231,2.241513385,0.202151008
5.183771659,5.82499958,0.005915225
0.222299628,3.417767646,-0.741632223
6.325511668,8.160693607,-0.259611971
4.285899655,0.499108744,-0.032414138
7.545933635,8.060656006,0.747721044
6.72536061,9.898793199,-0.461836095
7.125051698,0.995168647,1.290248996
5.801774318,2.09852548,-0.966602992
9.637009686,0.602441704,0.613312391
6.654995984,9.059864654,-0.570851721
0.393741316,4.946291932,0.615422074
7.214852584,2.18766985,0.224127828
3.390986406,2.121898059,-0.770442679
0.250007446,6.158152969,1.239604809
6.515109429,6.291891142,1.229812658
6.845212543,6.616194484,1.47796565
0.098967284,8.825348067,-0.726851581
9.01949678,8.388426057,-0.115085836
8.668114516,1.416394736,0.840287996
6.548584006,3.967546704,-0.415561832
0.571432954,5.762246089,1.408190018
8.535881322,8.359310551,0.292281532
0.549841366,4.086538485,-0.063234798
1.042139325,2.351073752,0.160008605
9.161023261,5.870243524,1.176651469
8.374791061,7.306549327,1.387913194
1.939267076,1.054864947,1.426224465
0.168776857,9.287594958,-0.822628448
4.490877027,5.184847842,-0.520489224
9.051252752,6.680810916,1.286882855
9.061289022,8.318642931,-0.092582667
9.216571881,9.92119002,-0.672592004
6.990777245,7.19173001,1.264899762
3.217243792,2.646126867,-0.95532635
8.243336269,6.390155142,1.919438408
8.743341491,5.602990758,1.407359707
1.909076062,4.18013327,0.43584866
2.545119022,1.822774163,0.312408707
6.14936787,7.223793802,0.455878107
6.737746221,4.906741673,0.632199313
8.307606085,8.324911072,0.445149933
3.802407573,7.907836794,-0.667589559
6.760567327,8.074348821,0.240867516
5.831364902,2.822154123,-1.386015879
2.836490373,2.770729355,-0.631624083
7.865445178,6.170341884,1.993574228
9.214076733,8.42849565,-0.334281222
4.388696245,8.777121842,-1.745567433
2.838714683,4.325476286,-0.079062722
5.094592322,5.83014635,-0.028724013
5.396099277,6.508928299,0.199393708
4.500835354,6.783248547,-0.100153625
3.459727309,4.135441078,-0.858263786
2.370503532,7.864924904,0.685973667
6.517942999,6.046584368,1.204747659
5.511424687,9.16763609,-1.664518926
6.728013208,3.389261167,-0.539184072
8.271845519,8.11296157,0.657863242
0.548308589,7.658945667,0.715046333
3.441136344,9.358786737,-1.292907616
7.043734014,9.990337335,-0.154969907
1.515985467,9.435709141,-0.001441994
0.126197211,8.034941189,-0.05411103
3.517478828,3.724732316,-1.201834898
6.952990865,5.30998663,1.183491668
0.739135779,5.085587611,1.038245208
4.953866482,6.344075416,0.027161061
4.539878017,2.14910518,-1.531765422
9.122685562,8.949136243,-0.591480554
6.941079526,8.356894509,0.129472154
9.46024835,9.023321809,-0.955955918
1.251376409,7.945909427,0.857619361
9.113814936,1.052118639,0.801707792
3.067868068,7.798428344,0.129182538
0.89614235,6.743612406,1.676785939
1.970471938,2.937642744,-0.05808694
3.269098022,1.868570693,-0.420553408
2.354479842,1.836656707,0.445578663
5.074726068,9.787003094,-1.870181623
8.690409379,1.817784669,0.425633807
8.490368223,6.60352237,1.753377765
0.85372772,5.077884978,1.111147986
5.283150167,5.590896284,-0.071703023
3.651966695,1.715624907,-0.632826462
2.199276592,3.765512013,-0.002673007
6.542357464,6.309869823,1.255924434
2.173636007,6.287479139,1.823719667
0.657954749,4.969745732,0.866025086
2.796781461,8.258309911,-0.0553823
2.740853318,3.094717524,-0.608802354
5.181817814,3.578678292,-1.797815977
8.208936073,4.794870707,1.020050559
7.794120063,6.010540759,1.961270974
8.720574433,5.323159595,1.220925945
0.31631742,9.472384192,-0.687798237
3.783011411,4.964027738,-0.34934138
9.186906469,0.104358383,1.230194193
9.887252925,8.010594308,-0.602137681
5.555032585,0.83098846,0.008654062
7.490575263,5.847375562,1.84121993
1.618115766,4.196243368,0.505349101
0.9790226,8.8939448,-0.032433041
8.466543993,3.622385832,-0.068450934
0.303242497,7.528964074,0.617941749
3.921830779,9.144680305,-1.664477132
3.150209493,5.719924712,0.836901894
9.94920649,0.60950246,0.319214525
9.830674659,3.339679875,-1.375287554
9.520128098,5.904907304,0.834096261
5.483096446,3.304138572,-1.704236471
3.211235001,4.312107871,-0.459263313
7.195962109,3.499517974,-0.145420721
1.895938513,7.568178428,1.229533482
1.221435488,9.390737054,-0.059828976
6.488164692,4.575820107,0.067402233
9.319660772,3.473594395,-0.840468086
5.210663555,0.189300485,0.103727636
8.781020134,3.316935595,-0.384461417
1.415561958,4.094142174,0.40836794
8.417491007,8.779951377,0.046181755
6.262501725,8.119709368,-0.283293637
2.682230217,9.479436844,-0.555129848
1.027090121,8.573645396,0.196665452
7.768891661,5.484807531,1.694251536
0.801610728,2.990983633,-0.270202519
6.807030281,3.660277896,-0.368258508
4.675691141,5.170005191,-0.557515862
3.418043591,8.770797231,-1.066611483
7.008507656,8.681144287,-0.07263686
8.801508055,9.82721696,-0.336415109
6.135248055,3.836946891,-0.915225036
8.716920416,4.868174183,0.80536336
2.43268848,2.953620943,-0.331382929
0.694884373,4.934328199,0.860418318
0.132181209,8.252638965,-0.256384676
8.51069972,6.458873002,1.776606743
7.153323631,3.673962213,-0.097188633
5.72720911,3.005594155,-1.518539168
0.889399518,5.852447021,1.685351388
8.492857841,9.739971513,-0.14797002
2.217208615,8.373507136,0.301781601
0.6955101,6.540433354,1.607870932
1.437293391,2.341327955,0.294584909
9.591328074,9.705001368,-1.126774867
6.015498566,8.340867574,-0.732377247
2.511719815,8.119064635,0.327052632
3.627210635,4.085377063,-1.053482661
1.452031113,6.058020372,1.967712994
8.376853151,3.604816344,-0.028227889
6.35935975,6.240526487,1.075191047
7.263523618,7.466470648,1.208570898
5.231415227,6.398057757,0.125106805
1.220095353,7.781874927,1.011176358
4.667627746,2.101541417,-1.505174453
4.946514998,5.988421765,-0.015846607
1.473754623,8.454300865,0.430389231
3.419733229,7.547119434,0.027500746
4.294050244,6.843197041,-0.066516199
0.036683065,0.787010461,0.742640635
1.19319292,6.122270545,1.916632045
4.882973912,8.424329774,-1.525410754
6.709987178,4.850639149,0.551771876
0.258595961,6.531837111,1.224968539
1.202774338,0.07373217,1.930323815
5.161255038,8.566146207,-1.554413522
5.1651325,7.776373272,-0.8217199
2.044362687,4.627045251,0.804707299
6.252590346,1.342111972,0.196106138
8.578812897,8.339201424,0.282208516
5.136751677,3.938218482,-1.610424543
9.852432509,7.954103836,-0.51469273
7.576650039,0.947283354,1.545680147
3.955893369,1.296296882,-0.456180648
7.115705205,1.025734315,1.258100762
9.174127546,7.980815207,0.121540313
2.868855404,3.334458706,-0.712090407
3.05910659,0.78070947,0.79280696
9.224809474,7.58127502,0.467977458
3.916254101,0.616901341,0.11620081
3.647344147,1.554758039,-0.468427392
6.106365511,8.673713276,-0.906862574
7.915476374,1.957828984,0.620667571
0.875920927,2.159239142,0.213067067
6.073841942,5.046114279,0.119747416
2.002400595,1.002746524,1.446284958
2.785527011,5.329750757,0.927475311
9.823247315,3.530306905,-1.31340519
7.861853166,9.617108148,0.018407527
4.2790049,4.733333097,-0.886607238
4.529523636,2.72099811,-1.896173021
8.650405316,8.513797523,0.086296346
6.431351263,5.917297192,1.081430813
7.34261406,7.496697775,1.221806982
0.713977957,0.194557952,1.635978564
7.939537367,0.17984665,1.980213476
4.541702226,3.773059751,-1.792630654
9.298782281,2.150687835,-0.422270602
4.872980913,0.036706032,0.012193604
1.48048759,1.268679267,1.293466984
6.269023341,9.584334032,-1.001459405
1.386143516,7.276609652,1.528823863
8.536998071,6.069076713,1.752838655
8.678864492,3.375480763,-0.294129629
3.83315414,3.732937029,-1.467932666
9.625113915,7.860982684,-0.20599957
7.38247323,6.798307765,1.76111654
0.623380847,9.765027883,-0.358887857
9.372513014,1.432275974,0.190318948
4.209451723,0.365686234,0.057708009
0.378694991,4.183663461,-0.134725062
6.233207016,8.407729383,-0.575836087
9.096746857,4.592417499,0.202495848
3.706446025,6.60213252,0.414274094
4.743362501,3.698867421,-1.848219928
1.611770102,0.376282482,1.929197811
6.643844222,8.308443226,-0.086087786
1.142296079,0.84086207,1.576410573
9.14270908,1.173472223,0.665295652
0.685923308,2.222310836,0.026996381
7.98166245,9.652801171,0.017744716
4.367774552,5.861349561,-0.028866924
0.280896354,8.907377348,-0.591890847
5.748370616,1.553513375,-0.492399524
8.223734276,6.220874471,1.930476074
0.093770702,8.182660315,-0.22915938
3.118591376,2.238636994,-0.596292759
3.386475482,1.935107324,-0.598748246
3.917002022,8.310630351,-1.140951172
0.92085545,1.951441777,0.424599779
6.179297858,0.775599207,0.61030095
1.392321142,3.264448351,-0.00834719
2.668425673,1.752864413,0.274643726
0.204231394,7.110249546,0.879853827
0.817529502,5.373555728,1.34349633
0.835862044,6.952869764,1.525892395
0.323286836,6.981016289,1.083922544
2.013170845,1.786547763,0.689656208
4.471506148,0.878104246,-0.332516615
0.722714763,5.391774292,1.289738154
7.582210427,0.833358948,1.635690233
5.53463754,3.456413097,-1.631427452
6.183726764,6.472030192,0.882927083
2.767023918,3.658779288,-0.503342449
9.53243049,3.138736988,-1.10744064
4.153886337,0.758296931,-0.122041296
5.793430517,5.556943297,0.277265707
6.233453431,8.191641618,-0.380991499
8.703764125,7.19568204,1.271919199
8.604662963,8.7804174,-0.068259754
9.635043316,8.645646194,-0.920243298
0.812883193,0.559651558,1.573712265
5.935531934,4.665913617,-0.387151142
5.423771738,7.526765471,-0.436051675
8.137098529,4.797534085,1.045231662
2.258541242,8.781471134,-0.027437056
